station_european_code;station_local_code;country_iso_code;country_name;station_name;station_start_date;station_end_date;type_of_station;station_ozone_classification;station_type_of_area;station_subcat_rural_back;street_type;station_longitude_deg;station_latitude_deg;station_altitude;station_city;lau_level1_code;lau_level2_code;lau_level2_name;EMEP_station
IT1594A;502505;IT;ITALY;BL - Città 502505;14/01/2004;;Background;urban;urban;;;12.216944;46.141392;401;BELLUNO;;25006;Belluno;no
IT0937A;1506201;IT;ITALY;BN31 OSPEDALE RIUNITI 1506201;01/01/1994;;Traffic;;urban;;Wide street: L/H > 1.5;14.788334;41.123333;206;BENEVENTO;;62008;Benevento;no
IT0934A;1506202;IT;ITALY;BN32 PALAZZO DEL GOVERNO 1506202;01/01/1994;;Traffic;urban;urban;;Canyon street: L/H < 1.5;14.775556;41.134167;159;BENEVENTO;;62008;Benevento;no
IT1076A;1908202;IT;ITALY;BOCCADIFALCO 1908202;01/08/1996;;Background;suburban;suburban;;;13.301945;38.120277;141;PALERMO;;82053;Palermo;no
IT1548A;701108;IT;ITALY;BOLANO 701108;31/12/2002;;Background;rural;rural;;;9.897778;44.183056;275;BOLANO;;11004;Bolano;no
IT1430A;701161;IT;ITALY;BOLANO 701161;01/01/1900;;Industrial;;suburban;;Highway: average speed vehicles > 80 km/h;9.892500;44.185558;275;LA SPEZIA;;11004;Bolano;no
IT1023A;803810;IT;ITALY;BOLOGNA 803810;14/07/1995;31/12/2008;Traffic;urban;urban;;Wide street: L/H > 1.5;11.610834;44.827221;9;FERRARA;;38008;Ferrara;no
IT1003A;701003;IT;ITALY;BOLZANETO 701003;01/08/1996;03/08/2004;Traffic;;urban;;Wide street: L/H > 1.5;8.906667;44.483055;45;GENOVA;;10025;Genova;no
IT1157A;803706;IT;ITALY;BORGO PANIGALE 803706;01/01/1998;17/09/2009;Traffic;;urban;;Wide street: L/H > 1.5;11.273055;44.521667;43;BOLOGNA;;37006;Bologna;no
IT1365A;1005512;IT;ITALY;BORGO RIVO 1005512;01/01/2000;;Industrial;suburban;suburban;;;12.623611;42.582775;156;TERNI;;55032;Terni;no
IT0703A;402201;IT;ITALY;BORGO VAL 402201;01/10/1989;;Background;suburban;urban;;;11.454444;46.051109;380;BORGO VALSUGANA;;22022;Borgo Valsugana;no
IT1392A;302012;IT;ITALY;BORGOFRANCO 302012;01/01/1990;;Industrial;;rural;;Unknown;11.204444;45.051388;14;BORGOFRANCO SUL PO;;20006;Borgofranco sul Po;no
IT0908A;301401;IT;ITALY;BORMIO 301401;27/10/1993;;Background;urban;urban;;Wide street: L/H > 1.5;10.372500;46.470280;1225;BORMIO;;14009;Bormio;no
IT1848A;502314;IT;ITALY;BOSCO CHIESANUOVA 502314;15/01/2007;;Background;rural background;rural;regional;;11.037778;45.590000;824;BOSCO CHIESANUOVA;;;;no
IT1342A;502308;IT;ITALY;BOVOLONE 502308;01/01/1996;;Background;urban;urban;;;11.133611;45.256111;21;BOVOLONE;;23012;Bovolone;no
IT0508A;402102;IT;ITALY;BR1 Brunico 402102;27/09/1990;;Traffic;suburban;urban;;Wide street: L/H > 1.5;11.943889;46.799721;830;BRUNICO;;21013;Brunico;no
IT0849A;301701;IT;ITALY;BRENO 301701;01/11/1992;;Background;;urban;;Wide street: L/H > 1.5;10.301944;45.957500;342;BRENO;;17028;Breno;no
IT0465A;301506;IT;ITALY;BRERA 301506;01/11/1968;;Unknown;;unknown;;Unknown;9.186666;45.464722;122;MILANO;;15146;Milano;no
IT0594A;301702;IT;ITALY;BRESCIA - BROLETTO 301702;01/11/1982;;Traffic;;urban;;Wide street: L/H > 1.5;10.223611;45.540833;149;BRESCIA;;17029;Brescia;no
IT1465A;301723;IT;ITALY;BRESCIA - VIA ZIZIOLA 301723;01/10/1997;;Background;urban;suburban;;Wide street: L/H > 1.5;10.216111;45.506943;70;BRESCIA;;17029;Brescia;no
IT1669A;301724;IT;ITALY;BRESCIA VIA CANTORE 301724;01/01/2001;;Background;;urban;;Wide street: L/H > 1.5;10.223055;45.539165;149;BRESCIA;;17029;Brescia;no
IT1737A;301725;IT;ITALY;BRESCIA VILLAGGIO SERENO 301725;01/01/2006;;Background;;urban;;;10.219444;45.515278;70;BRESCIA;;17029;Brescia;no
IT0680A;701004;IT;ITALY;BRIGNOLE 701004;01/04/1987;31/12/2006;Traffic;;urban;;Wide street: L/H > 1.5;8.946111;44.403889;10;GENOVA;;10025;Genova;no
IT1902A;1005409;IT;ITALY;BRUFA 1005409;01/01/2008;;Background;rural;rural;;;12.468055;43.066944;209;TORGIANO;;54053;Torgiano;no
IT1097A;609301;IT;ITALY;BRUGNERA 609301;01/12/1996;;Industrial;;suburban;;;12.536389;45.898613;21;BRUGNERA;;93007;Brugnera;no
IT1053A;804005;IT;ITALY;BUFALINI PLACE 804005;01/04/1996;04/05/2004;Traffic;;urban;;Wide street: L/H > 1.5;12.244167;44.139446;37;CESENA;;40007;Cesena;no
IT1835A;1205884;IT;ITALY;BUFALOTTA 1205884;06/12/2006;;Background;urban;urban;;;12.533611;41.947781;41;ROMA;;58091;Roma;no
IT1459A;301214;IT;ITALY;BUSTO ARSIZIO - ACCAM 301214;01/02/1999;;Background;;suburban;;Wide street: L/H > 1.5;8.834444;45.578888;206;BUSTO ARSIZIO;;15131;Magnago;no
IT0765A;301201;IT;ITALY;BUSTO ARSIZIO - MAGENTA 301201;01/11/1991;;Traffic;;urban;;Wide street: L/H > 1.5;8.850278;45.609997;224;BUSTO ARSIZIO;;12026;Busto Arsizio;no
IT0766A;301202;IT;ITALY;BUSTO PALERMO 301202;01/11/1991;26/03/2001;Traffic;;urban;;Highway: average speed vehicles > 80 km/h;8.861667;45.618053;224;BUSTO ARSIZIO;;12026;Busto Arsizio;no
IT0507A;402101;IT;ITALY;BX1 Bressanone 402101;24/10/1990;;Traffic;urban;urban;;Wide street: L/H > 1.5;11.654444;46.715279;564;BRESSANONE;;21011;Bressanone;no
IT0503A;402104;IT;ITALY;BZ1 Via Amba Alagi 402104;26/09/1990;;Background;suburban;urban;;;11.342222;46.500000;266;BOLZANO;;21008;Bolzano;no
IT0504A;402103;IT;ITALY;BZ2 PIAZZA VERDI 402103;12/09/1990;04/04/2005;Traffic;;urban;;Wide street: L/H > 1.5;11.354723;46.495556;264;BOLZANO;;21008;Bolzano;no
IT0502A;402113;IT;ITALY;BZ4 Via C. Augusta 402113;19/09/1990;;Traffic;;urban;;Canyon street: L/H < 1.5;11.340833;46.482502;247;BOLZANO;;21008;Bolzano;no
IT1334A;402114;IT;ITALY;BZ5 piazza Adriano 402114;21/10/1998;;Traffic;;urban;;Wide street: L/H > 1.5;11.340278;46.495277;260;BOLZANO;;21008;Bolzano;no
IT1961A;100615;IT;ITALY;Baceno - Alpe Devero 100615;05/11/2009;;Background;rural;rural;;;8.255834;46.314999;1637;BACENO;;103006;Baceno;no
IT0185A;;IT;ITALY;Barco;01/01/1900;;Traffic;;urban;;;11.769192;44.730278;0;FERRARA;;38019;Portomaggiore;no
IT0426A;;IT;ITALY;Baroni (18 Via-);01/01/1900;;Unknown;;urban;;Unknown;11.836391;43.653889;0;PISTOIA;;51008;Castel Focognano;no
IT1757A;100365;IT;ITALY;Biandrate - Giacomo 100365;14/07/2005;;Background;;suburban;;;8.462222;45.456390;160;BIANDRATE;;3018;Biandrate;no
IT1248A;109601;IT;ITALY;Biella - Lamarmora 109601;01/01/1999;;Traffic;;urban;;Canyon street: L/H < 1.5;8.051111;45.564167;418;BIELLA;;96004;Biella;no
IT1247A;109602;IT;ITALY;Biella - Sturzo 109602;01/01/1999;;Background;urban;urban;;;8.056389;45.558609;405;BIELLA;;96004;Biella;no
IT1532A;10203;IT;ITALY;Borgosesia - Tonella 10203;06/02/2002;;Background;urban;urban;;;8.283055;45.713055;345;BORGOSESIA;;2016;Borgosesia;no
IT2001A;100401;IT;ITALY;Bra - Madonna Fiori 100401;01/01/2011;;Traffic;;urban;;;7.843056;44.705833;283;BRA;;4029;Bra;no
IT1618A;1607178;IT;ITALY;Brindisi VIA TARANTO 1607178;01/05/2004;;Traffic;urban;urban;;;17.948055;40.643890;10;BRINDISI;;74001;Brindisi;no
IT1522A;10502;IT;ITALY;Buttigliera d_Asti - Riva 10502;17/03/2002;29/01/2009;Background;rural background;rural;;;7.940834;45.017498;280;BUTTIGLIERA D_ASTI;;5012;Buttigliera d_Asti;no
IT1147A;700902;IT;ITALY;C.SO COLOMBO 700902;15/10/1997;31/12/2004;Traffic;urban;urban;;Wide street: L/H > 1.5;8.479722;44.303055;5;SAVONA;;9056;Savona;no
IT0825A;1205802;IT;ITALY;C.SO FRANCIA 1205802;01/01/1993;;Traffic;urban;urban;;Wide street: L/H > 1.5;12.469722;41.947502;43;ROMA;;58091;Roma;no
IT0857A;701007;IT;ITALY;C.SO GASTALDI 701007;01/08/1993;31/03/2004;Traffic;;urban;;Wide street: L/H > 1.5;8.964167;44.402500;70;GENOVA;;10025;Genova;no
IT1004A;701010;IT;ITALY;C.SO SARDEGNA 701010;01/11/1994;31/05/2003;Traffic;;urban;;Wide street: L/H > 1.5;8.953889;44.408890;10;GENOVA;;10025;Genova;no
IT1257A;502961;IT;ITALY;CA CAPPELLO 502961;01/01/1900;;Industrial;;suburban;;Highway: average speed vehicles > 80 km/h;12.262500;45.048054;-1;PORTO TOLLE;;29052;Porto Viro;no
IT1258A;502962;IT;ITALY;CA TIEPOLO 502962;01/01/1900;;Industrial;;suburban;;Highway: average speed vehicles > 80 km/h;12.336945;44.958336;-1;PORTO TOLLE;;29039;Porto Tolle;no
IT0966A;603001;IT;ITALY;CAIROLI 603001;01/07/1994;;Background;urban;urban;;;13.240556;46.066109;100;UDINE;;30129;Udine;no
IT0913A;301601;IT;ITALY;CALOLZIOCORTE 301601;01/11/1993;;Traffic;;urban;;Wide street: L/H > 1.5;9.429723;45.801388;215;CALOLZIOCORTE;;97013;Calolziocorte;no
IT1876A;301623;IT;ITALY;CALUSCO 301623;30/06/2006;;Background;suburban;suburban;;;9.466667;45.683333;273;CALUSCO D_ADDA;;16046;Calusco d_Adda;no
IT1726A;1908493;IT;ITALY;CAMMARATA_OZONO 1908493;30/04/2000;;Background;rural background;rural;;;13.582500;37.622498;972;CAMMARATA;;84009;Cammarata;no
IT2039A;701078;IT;ITALY;CAMPO MACERA - RAPALLO 701078;01/01/2010;;Traffic;;urban;;;9.222500;44.351665;3;RAPALLO;;10046;Rapallo;no
IT1753A;14070;IT;ITALY;CAMPOBASSO1 14070;01/02/2006;;Traffic;;urban;;;14.663333;41.557777;686;CAMPOBASSO;;70006;Campobasso;no
IT1798A;1407071;IT;ITALY;CAMPOBASSO3 1407071;01/02/2006;;Background;suburban;urban;;;14.674723;41.554165;650;CAMPOBASSO;;70006;Campobasso;no
IT1799A;1407072;IT;ITALY;CAMPOBASSO4 1407072;01/02/2006;;Background;suburban;urban;;;14.672778;41.566944;726;CAMPOBASSO;;70006;Campobasso;no
IT0725A;803602;IT;ITALY;CAMPOGALLIANO 803602;20/03/1990;01/10/2006;Traffic;;suburban;;Wide street: L/H > 1.5;10.842222;44.687778;41;CAMPOGALLIANO;;36003;Campogalliano;no
IT1926A;1104413;IT;ITALY;CAMPOLUNGO2 1104413;01/01/2008;;Industrial;suburban;suburban;;;13.713056;42.857777;100;ASCOLI PICENO;;44007;Ascoli Piceno;no
IT1549A;701028;IT;ITALY;CAMPORA - CAMPOMORONE 701028;09/10/1998;;Industrial;;suburban;;;8.873889;44.518612;120;CAMPOMORONE;;10009;Campomorone;no
IT1107A;609302;IT;ITALY;CANEVA 609302;01/03/1997;;Industrial;;suburban;;;12.444722;45.965836;45;CANEVA;;93009;Caneva;no
IT1760A;1908490;IT;ITALY;CANICATTI 1908490;31/05/1998;;Traffic;urban;urban;;Wide street: L/H > 1.5;13.844722;37.353611;424;CANICATTI_;;84011;Canicattì;no
IT1648A;301314;IT;ITALY;CANTU - VIA MEUCCI 301314;24/10/2002;;Background;suburban;suburban;;;9.125834;45.727222;320;CANTU_;;13041;Cantù;no
IT1204A;803920;IT;ITALY;CAORLE 803920;29/03/1999;;Background;urban;urban;;;12.225555;44.420002;4;RAVENNA;;39014;Ravenna;no
IT0996A;301507;IT;ITALY;CARATE BRIANZA 301507;01/11/1994;;Traffic;;urban;;Wide street: L/H > 1.5;9.234167;45.671112;256;CARATE BRIANZA;;108015;Carate Brianza;no
IT0762A;301204;IT;ITALY;CARAVATE FILZI 301204;01/11/1991;26/03/2001;Industrial;;suburban;;Canyon street: L/H < 1.5;8.664166;45.881943;263;CARAVATE;;12031;Caravate;no
IT0244A;302015;IT;ITALY;CARBONARA DI PO(Closed);01/01/1990;01/01/2001;Industrial;;rural;;Unknown;11.227788;45.033611;14;CARBONARA DI PO;;20009;Carbonara di Po;no
IT1062A;700906;IT;ITALY;CARCARE 700906;01/05/1996;01/10/1998;Industrial;;suburban;;Unknown;8.285556;44.361664;350;CARCARE;;9018;Carcare;no
IT0723A;803601;IT;ITALY;CARPI 1 803601;16/03/1990;01/10/2006;Traffic;;urban;;Wide street: L/H > 1.5;10.899722;44.776943;25;CARPI;;36005;Carpi;no
IT1152A;803603;IT;ITALY;CARPI 2 803603;15/11/1997;;Background;suburban;suburban;;;10.883611;44.794998;25;CARPI;;36005;Carpi;no
IT1011A;1005502;IT;ITALY;CARRARA 1005502;18/04/1995;;Traffic;urban;urban;;Wide street: L/H > 1.5;12.650833;42.559998;128;TERNI;;55032;Terni;no
IT1226A;701162;IT;ITALY;CARROZZO 701162;01/01/1900;;Industrial;;suburban;;Highway: average speed vehicles > 80 km/h;9.856389;44.131111;150;LA SPEZIA;;11015;La Spezia;no
IT1158A;803701;IT;ITALY;CASALECCHIO DI RENO 803701;01/01/1998;02/03/2009;Traffic;;urban;;Wide street: L/H > 1.5;11.276667;44.483891;61;CASALECCHIO DI RENO;;37011;Casalecchio di Reno;no
IT1913A;803516;IT;ITALY;CASALGRANDE 803516;01/05/2008;;Traffic;;urban;;Wide street: L/H > 1.5;10.730277;44.588055;105;CASALGRANDE;;35012;Casalgrande;no
IT0848A;301902;IT;ITALY;CASALMAGGIORE 301902;01/11/1992;22/02/2007;Background;;suburban;;;10.428333;44.981388;23;CASALMAGGIORE;;19021;Casalmaggiore;no
IT1823A;1607287;IT;ITALY;CASAMASSIMA 1607287;01/07/2006;;Background;;suburban;;;15.254167;40.677780;100;CASAMASSIMA;;65046;Contursi Terme;no
IT1255A;502963;IT;ITALY;CASE RAGAZZI 502963;01/01/1900;;Industrial;;suburban;;Highway: average speed vehicles > 80 km/h;12.233334;45.902779;2;PORTO TOLLE;;26073;San Pietro di Feletto;no
IT1464A;301622;IT;ITALY;CASIRATE D_ADDA 301622;01/11/1980;;Background;rural background;rural;;Unknown;9.556389;45.497501;115;CASIRATE D_ADDA;;16059;Casirate d_Adda;no
IT0708A;301602;IT;ITALY;CASNIGO 301602;01/11/1989;;Background;;urban;;Wide street: L/H > 1.5;9.867778;45.813889;514;CASNIGO;;16060;Casnigo;no
IT0524A;301508;IT;ITALY;CASSANO VIA DI VONA 301508;01/11/1976;;Background;urban;urban;;Wide street: L/H > 1.5;9.516389;45.542221;133;CASSANO D_ADDA;;15059;Cassano d_Adda;no
IT1792A;301570;IT;ITALY;CASSANO VIA MILANO 301570;17/02/2006;;Traffic;;urban;;;9.503333;45.528057;133;CASSANO D_ADDA;;15059;Cassano d_Adda;no
IT0836A;301511;IT;ITALY;CASSANO/CO 301511;01/11/1992;01/01/2004;Traffic;;urban;;Wide street: L/H > 1.5;9.512500;45.522499;133;CASSANO D_ADDA;;15059;Cassano d_Adda;no
IT1183A;1205878;IT;ITALY;CASSINO 1205878;02/07/1998;;Traffic;;urban;;Wide street: L/H > 1.5;13.830556;41.490002;41;CASSINO;;60019;Cassino;no
IT0952A;1205803;IT;ITALY;CASTEL DI GUIDO 1205803;01/01/1997;;Background;rural background;rural;;;12.266389;41.889446;61;ROMA;;58091;Roma;no
IT1162A;803702;IT;ITALY;CASTEL MAGGIORE 803702;01/01/1998;02/03/2009;Traffic;;urban;;Wide street: L/H > 1.5;11.364445;44.580555;30;CASTEL MAGGIORE;;37019;Castel Maggiore;no
IT1084A;803304;IT;ITALY;CASTEL S.GIOVANNI 803304;12/09/1996;06/02/2007;Traffic;urban;urban;;Wide street: L/H > 1.5;9.438334;45.062222;69;CASTEL SAN GIOVANNI;;33013;Castel San Giovanni;no
IT1595A;502610;IT;ITALY;CASTELFRANCO 502610;01/05/2004;;Background;;rural;;;11.950000;45.700001;51;;;26012;Castelfranco Veneto;no
IT0726A;803604;IT;ITALY;CASTELFRANCO 803604;20/03/1990;01/10/2006;Traffic;;urban;;Wide street: L/H > 1.5;11.041112;44.594166;42;CASTELFRANCO EMILIA;;36006;Castelfranco Emilia;no
IT1095A;301205;IT;ITALY;CASTELLANZA 301205;01/12/1996;26/03/2001;Background;;urban;;Canyon street: L/H < 1.5;8.887500;45.610275;217;CASTELLANZA;;12042;Castellanza;no
IT0903A;803502;IT;ITALY;CASTELLARANO 803502;17/10/1993;;Background;suburban;suburban;;;10.733890;44.516109;150;CASTELLARANO;;35014;Castellarano;no
IT1210A;502906;IT;ITALY;CASTELNOVO BARIANO 502906;01/01/1990;17/01/2010;Background;;suburban;;;11.292223;45.029999;12;CASTELNOVO BARIANO;;29013;Castelnovo Bariano;no
IT0962A;803503;IT;ITALY;CASTELNOVO MONTI 803503;29/04/1994;31/03/2006;Traffic;;urban;;Wide street: L/H > 1.5;10.395833;44.432777;700;CASTELNOVO NE_ MONTI;;35016;Castelnovo ne_ Monti;no
IT1079A;1908208;IT;ITALY;CASTELNUOVO 1908208;01/08/1996;;Traffic;urban;urban;;Wide street: L/H > 1.5;13.354167;38.124443;17;PALERMO;;82053;Palermo;no
IT1165A;803703;IT;ITALY;CASTENASO 803703;01/01/1998;03/02/2009;Traffic;urban;suburban;;Wide street: L/H > 1.5;11.463889;44.510555;40;CASTENASO;;37021;Castenaso;no
IT0927A;302002;IT;ITALY;CASTIGLIONE 302002;30/11/1993;15/09/2002;Traffic;;urban;;Wide street: L/H > 1.5;10.487778;45.388336;116;CASTIGLIONE DELLE STIVIERE;;20017;Castiglione delle Stiviere;no
IT1832A;502611;IT;ITALY;CAVASO DEL TOMBA 502611;12/01/2007;;Background;rural background;rural;remote;;11.900556;45.889168;850;CAVASO DEL TOMBA;;26014;Cavaso del Tomba;no
IT1621A;1607280;IT;ITALY;CAVOUR 1607280;03/05/2000;;Traffic;;urban;;;16.873333;41.123333;10;BARI;;72006;Bari;no
IT1028A;803704;IT;ITALY;CAVOUR 803704;01/09/1995;;Traffic;;urban;;Wide street: L/H > 1.5;11.710556;44.358056;47;IMOLA;;;;no
IT1486A;1506102;IT;ITALY;CE51 ISTITUTO MANZONI 1506102;01/07/1994;;Traffic;urban;urban;;Canyon street: L/H < 1.5;14.344722;41.084442;68;CASERTA;;61022;Caserta;no
IT1487A;1506103;IT;ITALY;CE52 SCUOLA DE AMICIS 1506103;01/07/1994;;Traffic;;urban;;Canyon street: L/H < 1.5;14.337500;41.082500;68;CASERTA;;61022;Caserta;no
IT1485A;1506101;IT;ITALY;CE53 CENTURANO 1506101;01/02/1995;;Traffic;urban;suburban;;Wide street: L/H > 1.5;14.360001;41.070000;70;CASERTA;;61022;Caserta;no
IT1488A;1506104;IT;ITALY;CE54 SCUOLA SETTEMBRINI 1506104;01/03/1996;;Traffic;suburban;suburban;;Wide street: L/H > 1.5;14.397778;41.060276;71;MADDALONI;;61097;Valle di Maddaloni;no
IT0872A;1206003;IT;ITALY;CECCANO 1206003;01/07/1992;;Traffic;;urban;;Wide street: L/H > 1.5;13.337222;41.570000;130;CECCANO;;60024;Ceccano;no
IT1279A;2009201;IT;ITALY;CENAS5 2009201;01/03/1998;04/10/2011;Industrial;rural;suburban;;;9.003056;39.237221;5;ASSEMINI;;;;no
IT1278A;2009202;IT;ITALY;CENAS6 2009202;01/03/1998;;Industrial;;suburban;;;8.983890;39.238335;14;ASSEMINI;;92003;Assemini;no
IT1395A;2009203;IT;ITALY;CENAS7 2009203;01/03/1998;26/05/2010;Industrial;rural;suburban;;;9.013611;39.228889;6;ASSEMINI;;92003;Assemini;no
IT1397A;2009204;IT;ITALY;CENAS8 2009204;01/03/1998;;Industrial;rural;suburban;;;8.995833;39.226944;9;ASSEMINI;;92003;Assemini;no
IT2049A;2009241;IT;ITALY;CENAS9 2009241;05/10/2011;;Traffic;urban;urban;;;9.011389;39.286389;5;ASSEMINI;;;;no
IT2056A;2009242;IT;ITALY;CENCA1 2009242;14/10/2011;;Traffic;urban;urban;;;9.115000;39.235833;0;CAGLIARI;;;;no
IT1218A;2009218;IT;ITALY;CENCB1 2009218;01/03/1998;;Background;suburban;suburban;;;8.522222;39.159168;75;CARBONIA;;107003;Carbonia;no
IT2006A;2010703;IT;ITALY;CENCB2 2010703;31/10/2010;;Background;suburban;suburban;;;8.521389;39.165558;96;CARBONIA;;107003;Carbonia;no
IT1233A;700901;IT;ITALY;CENGIO - CAMPO DI CALCIO 700901;01/04/1999;;Background;rural;rural;;;8.201388;44.390556;400;CENGIO;;9023;Cengio;no
IT1056A;700914;IT;ITALY;CENGIO 700914;01/05/1996;31/03/1999;Industrial;;suburban;;Unknown;8.201944;44.392502;400;CENGIO;;9023;Cengio;no
IT1992A;2010701;IT;ITALY;CENIG1 2010701;26/05/2010;;Traffic;urban;urban;;;8.541389;39.311111;180;IGLESIAS;;107009;Iglesias;no
IT1996A;2009109;IT;ITALY;CENMA1 2009109;29/04/2010;;Industrial;suburban;urban;;;8.773055;40.256390;532;MACOMER;;91044;Macomer;no
IT1993A;2009238;IT;ITALY;CENMO1 2009238;24/05/2010;;Industrial;urban;urban;;;9.136389;39.260555;15;MONSERRATO;;92109;Monserrato;no
IT1998A;2010702;IT;ITALY;CENNF1 2010702;23/06/2010;;Background;;suburban;;;8.432500;39.224167;116;GONNESA;;107008;Gonnesa;no
IT1375A;2009213;IT;ITALY;CENNM1 2009213;02/12/2000;;Industrial;;rural;;;9.015278;39.443611;124;NURAMINIS;;92042;Nuraminis;no
IT1428A;2009101;IT;ITALY;CENNU1 2009101;01/03/1998;;Traffic;urban;urban;;Wide street: L/H > 1.5;9.321667;40.320553;543;NUORO;;91051;Nuoro;no
IT1427A;2009102;IT;ITALY;CENNU2 2009102;01/03/1998;;Traffic;urban;urban;;Wide street: L/H > 1.5;9.328889;40.318890;511;NUORO;;91051;Nuoro;no
IT1425A;2009103;IT;ITALY;CENNU3 2009103;01/03/1998;05/04/2011;Background;;suburban;;;9.328889;40.314720;531;NUORO;;;;no
IT1454A;803317;IT;ITALY;CENO 803317;27/11/2000;31/12/2008;Industrial;;suburban;;;9.725277;45.051945;61;PIACENZA;;33032;Piacenza;no
IT1378A;2009501;IT;ITALY;CENOR1 2009501;01/03/1998;;Traffic;;urban;;Wide street: L/H > 1.5;8.597777;39.898891;10;ORISTANO;;95038;Oristano;no
IT1377A;2009502;IT;ITALY;CENOR2 2009502;01/03/1998;;Traffic;urban;urban;;Wide street: L/H > 1.5;8.594722;39.909168;3;ORISTANO;;95038;Oristano;no
IT1376A;2009503;IT;ITALY;CENOR3 2009503;01/03/1998;16/02/2011;Traffic;;urban;;Wide street: L/H > 1.5;8.584444;39.904724;7;ORISTANO;;;;no
IT1424A;2009104;IT;ITALY;CENOT2 2009104;01/03/1998;;Industrial;rural;suburban;;;9.011389;40.239445;154;OTTANA;;;;no
IT1407A;2009105;IT;ITALY;CENOT3 2009105;01/03/1998;;Industrial;rural;suburban;;;9.032499;40.237221;181;OTTANA;;91070;Ottana;no
IT1396A;2009205;IT;ITALY;CENPS2 2009205;01/03/1998;;Industrial;;suburban;;;8.386111;39.208611;28;PORTOSCUSO;;107016;Portoscuso;no
IT1271A;2009206;IT;ITALY;CENPS3 2009206;01/03/1998;;Industrial;;suburban;;;8.408610;39.196388;26;PORTOSCUSO;;107016;Portoscuso;no
IT1273A;2009207;IT;ITALY;CENPS4 2009207;01/03/1998;;Industrial;;suburban;;;8.390000;39.208611;18;PORTOSCUSO;;107016;Portoscuso;no
IT1272A;2009208;IT;ITALY;CENPS5 2009208;01/03/1998;;Industrial;;suburban;;;8.415555;39.215557;60;PORTOSCUSO;;107016;Portoscuso;no
IT1575A;2009221;IT;ITALY;CENPS6 2009221;22/03/2001;;Industrial;;suburban;;;8.430278;39.177223;16;PORTOSCUSO;;107016;Portoscuso;no
IT1576A;2009222;IT;ITALY;CENPS7 2009222;29/03/2001;;Industrial;urban;suburban;;;8.386111;39.203335;25;PORTOSCUSO;;107016;Portoscuso;no
IT2010A;2009022;IT;ITALY;CENPT1 2009022;04/02/2011;;Traffic;;urban;;;8.405277;40.831387;16;PORTO TORRES;;90058;Porto Torres;no
IT2040A;2009240;IT;ITALY;CENQU1 2009240;19/05/2011;;Background;suburban;urban;;;9.188056;39.232777;8;QUARTU SANT_ELENA;;92051;Quartu Sant_Elena;no
IT1308A;2009016;IT;ITALY;CENS09 2009016;01/08/1999;;Traffic;;urban;;Wide street: L/H > 1.5;9.501389;40.911945;13;OLBIA;;;;no
IT1309A;2009017;IT;ITALY;CENS10 2009017;01/08/1999;;Traffic;urban;urban;;Wide street: L/H > 1.5;9.501667;40.928333;15;OLBIA;;104017;Olbia;no
IT1380A;2009018;IT;ITALY;CENS11 2009018;01/08/1999;;Traffic;urban;urban;;Wide street: L/H > 1.5;8.568889;40.716389;220;SASSARI;;;;no
IT1243A;2009015;IT;ITALY;CENS12 2009015;01/08/1999;;Traffic;urban;suburban;;Wide street: L/H > 1.5;8.551389;40.710278;192;SASSARI;;90064;Sassari;no
IT1350A;2009009;IT;ITALY;CENS13 2009009;01/08/1999;;Traffic;;urban;;Canyon street: L/H < 1.5;8.553612;40.729721;180;SASSARI;;90064;Sassari;no
IT1354A;2009005;IT;ITALY;CENS14 2009005;01/08/1999;09/02/2011;Traffic;;urban;;Canyon street: L/H < 1.5;8.556111;40.729721;179;SASSARI;;;;no
IT1355A;2009002;IT;ITALY;CENS15 2009002;30/08/1994;;Industrial;rural;rural;;Highway: average speed vehicles > 80 km/h;8.318055;40.829445;52;PORTO TORRES;;;;no
IT2009A;2009021;IT;ITALY;CENS16 2009021;09/02/2011;;Unknown;;suburban;;;8.576111;40.724445;275;SASSARI;;90064;Sassari;no
IT2055A;2009023;IT;ITALY;CENS17 2009023;09/09/2011;;Traffic;urban;urban;;;8.569167;40.716667;220;SASSARI;;;;no
IT1268A;2009209;IT;ITALY;CENSA0 2009209;01/03/1998;16/07/2009;Industrial;;rural;;;9.007222;39.092220;30;SARROCH;;92066;Sarroch;no
IT1270A;2009210;IT;ITALY;CENSA1 2009210;01/03/1998;;Industrial;rural;suburban;;;9.012222;39.081665;15;SARROCH;;92066;Sarroch;no
IT1269A;2009211;IT;ITALY;CENSA2 2009211;01/03/1998;;Industrial;urban;suburban;;;9.016667;39.070000;22;SARROCH;;92066;Sarroch;no
IT1947A;2009237;IT;ITALY;CENSA3 2009237;14/07/2009;;Industrial;;urban;;;9.008889;39.066666;56;SARROCH;;92066;Sarroch;no
IT1373A;2009212;IT;ITALY;CENSA9 2009212;01/03/1998;18/05/2011;Industrial;rural;rural;;;9.020000;39.070000;20;SARROCH;;;;no
IT2011A;2009239;IT;ITALY;CENSE0 2009239;06/04/2011;;Background;;rural;;;9.216389;39.842499;736;SEULO;;92121;Seulo;no
IT1374A;2009214;IT;ITALY;CENSG1 2009214;14/10/2000;10/06/2010;Background;urban;urban;;;8.798612;39.558334;59;SAN GAVINO MONREALE;;106014;San Gavino Monreale;no
IT1372A;2009215;IT;ITALY;CENSG2 2009215;14/10/2000;12/10/2011;Industrial;suburban;suburban;;;8.784167;39.541389;50;SAN GAVINO MONREALE;;;;no
